,SX,M (€),R (mois),F (mois),CA_MOIS (€),CA_TRIM (€),CA_SEM (€),CA_ANNU (€),AG (an),NB_LIV_ENF (unité),NB_LIV_ADO (unité),NB_LIV_ROM (unité),NB_LIV_ART (unité),NB_LIV_BRIC (unité),NB_LIV_ESS (unité),NB_LIV_HIST (unités),NB_LIV_SCI (unité),NB_LIV_GEO (unités),NB_LIV_ECO (unité),NB_LIV_FIN (unité)
00232960,F,385,6,6,0,0,385,770,26,1,1,2,0,0,0,2,1,0,0,0
00232964,F,161,16,2,0,0,0,0,18,0,1,1,0,0,0,0,0,0,0,0
00232966,M,316,6,7,0,0,271,542,28,0,1,3,1,0,1,1,0,0,0,0
00232969,M,299,8,10,0,0,0,359,44,1,1,3,0,1,2,2,1,0,1,1
00232970,F,63,20,1,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
00232974,F,308,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0
00232976,F,244,16,2,0,0,0,0,22,1,0,1,0,0,0,0,0,0,0,0
00232978,F,157,14,6,0,0,0,0,42,3,1,0,1,1,0,0,0,0,0,0
00232979,F,235,24,7,0,0,0,0,64,0,4,2,0,0,0,1,1,0,0,0
00232982,F,120,4,7,0,0,103,206,42,3,1,0,0,0,1,2,0,0,0,1
00232986,F,184,10,8,0,0,0,276,50,1,1,2,2,1,1,0,0,0,0,0
00232987,F,142,8,1,0,0,0,1704,8,1,0,0,0,0,0,0,0,0,0,0
00232991,F,304,4,4,0,0,456,912,12,1,0,1,0,1,1,0,0,0,0,0
00232992,M,45,4,2,0,0,135,270,8,2,0,0,0,0,0,0,0,0,0,0
00232994,F,56,24,3,0,0,0,0,32,0,1,2,0,0,0,0,0,0,0,0
00232995,M,272,16,8,0,0,0,0,54,2,1,2,1,0,1,1,0,0,0,0
00233000,M,121,4,2,0,0,363,726,12,0,0,1,0,1,0,0,0,0,0,0
00233001,F,453,14,12,0,0,0,0,64,3,3,1,2,0,2,1,0,0,0,0
00233003,F,175,12,2,0,0,0,1050,20,0,0,2,0,0,0,0,1,0,0,0
00233005,M,291,10,6,0,0,0,582,22,3,1,0,0,0,1,1,0,0,0,1
00233007,F,110,6,2,0,0,330,660,10,1,0,0,1,0,0,0,0,0,0,0
00233010,F,299,10,2,0,0,0,1794,14,0,1,1,0,0,0,0,0,0,0,0
00233011,F,382,10,7,0,0,0,655,50,1,1,2,2,1,0,0,0,0,0,0
00233012,F,115,12,5,0,0,0,276,32,0,0,1,1,0,0,3,1,0,0,0
00233013,M,34,8,2,0,0,0,204,10,0,0,0,2,0,0,0,0,0,0,0
00233015,M,97,24,3,0,0,0,0,32,1,0,2,0,0,0,0,1,0,0,0
00233016,M,331,14,6,0,0,0,0,40,2,0,0,0,2,2,0,0,0,0,1
00233018,F,300,16,2,0,0,0,0,24,1,0,1,0,0,0,0,0,0,0,0
00233023,F,83,4,2,0,0,249,498,12,1,0,0,0,0,1,0,0,0,0,1
00233025,M,242,14,6,0,0,0,0,40,0,1,2,0,0,2,1,0,0,0,0
00233028,M,380,24,8,0,0,0,0,62,0,0,0,1,2,1,4,0,0,0,0
00233029,F,167,28,1,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0
00233030,F,289,20,7,0,0,0,0,58,0,1,2,1,1,0,2,1,0,0,0
00233031,F,138,6,1,0,0,828,1656,6,0,1,0,0,0,0,0,0,0,0,0
00233034,F,207,18,11,0,0,0,0,54,3,0,2,2,0,2,2,1,0,1,0
00233036,M,221,8,1,0,0,0,2652,8,0,0,0,0,0,1,0,0,0,0,0
00233038,F,286,4,5,0,0,343,686,28,2,0,2,0,0,0,1,1,0,0,0
00233039,F,233,8,3,0,0,0,932,24,0,0,0,1,1,0,1,0,0,0,0
00233040,M,36,10,2,0,0,0,216,14,0,0,1,1,0,0,0,0,0,0,0
00233041,F,267,10,2,0,0,0,1602,18,0,0,1,1,0,0,0,0,0,0,0
00233042,F,25,4,1,0,0,150,300,4,0,0,0,0,0,1,0,0,0,0,0
00233043,F,46,36,1,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0
00233046,F,147,14,3,0,0,0,0,20,0,1,0,0,1,0,1,0,0,0,0
00233047,F,90,16,2,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0
00233050,F,166,24,2,0,0,0,0,28,0,0,0,1,1,0,0,0,0,0,0
00233051,F,250,10,8,0,0,0,375,36,0,0,3,2,1,0,2,0,0,0,0
00233053,F,63,12,2,0,0,0,378,16,0,0,0,0,0,2,0,0,0,1,0
00233054,F,260,14,1,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0
00233058,F,103,14,2,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0,0
00233060,F,126,4,1,0,0,756,1512,4,0,0,0,0,0,0,1,0,0,0,0
00233061,M,54,16,2,0,0,0,0,18,0,1,1,0,0,0,0,0,0,0,0
00233062,F,109,18,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0
00233063,F,316,16,2,0,0,0,0,20,0,0,1,0,0,0,1,0,0,0,0
00233064,F,357,16,10,0,0,0,0,72,2,2,0,0,4,0,2,0,0,0,0
00233065,M,43,16,2,0,0,0,0,22,0,0,0,0,1,0,1,0,0,0,0
00233067,F,269,10,12,0,0,0,269,70,3,1,3,1,0,1,3,0,0,0,0
00233069,F,107,30,1,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0
00233070,F,250,14,2,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0
00233071,M,261,10,9,0,0,0,348,32,2,2,2,1,1,0,1,0,0,0,0
00233074,F,72,12,2,0,0,0,432,18,0,0,1,1,0,0,0,0,0,0,0
00233075,M,257,14,2,0,0,0,0,16,0,0,0,1,1,0,0,0,0,0,0
00233077,F,211,2,1,0,633,1266,2532,2,1,0,0,0,0,0,0,0,0,0,0
00233081,M,129,12,1,0,0,0,1548,12,0,0,0,0,0,0,1,0,0,0,0
00233088,F,188,12,2,0,0,0,1128,20,1,0,0,1,0,0,0,0,0,0,0
00233090,M,327,16,8,0,0,0,0,54,0,3,1,1,1,0,2,1,1,0,0
00233091,M,423,6,10,0,0,254,508,26,3,1,2,2,1,0,1,1,0,0,0
00233092,F,193,6,2,0,0,579,1158,14,0,0,1,0,0,0,1,0,0,0,0
00233094,M,339,10,9,0,0,0,452,60,1,0,2,0,2,2,2,1,1,1,1
00233095,F,92,26,1,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0
00233097,M,68,14,1,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,1
00233099,F,283,30,7,0,0,0,0,48,2,1,1,1,0,1,1,0,0,0,0
00233100,F,263,16,2,0,0,0,0,24,0,0,0,0,0,0,2,0,0,0,0
00233102,F,54,8,1,0,0,0,648,8,0,0,1,0,0,0,0,0,0,0,0
00233103,F,164,28,1,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0
00233104,F,148,32,5,0,0,0,0,56,2,0,0,0,1,1,1,0,1,1,0
00233109,F,295,8,1,0,0,0,3540,8,0,0,0,0,1,0,0,0,0,0,0
00233110,M,263,12,4,0,0,0,789,30,1,0,2,0,0,1,0,0,0,0,0
00233111,F,294,12,11,0,0,0,321,72,1,0,3,1,0,3,3,0,0,0,1
00233119,F,294,36,3,0,0,0,0,50,0,1,0,0,1,0,1,0,1,0,0
00233120,M,177,4,1,0,0,1062,2124,4,1,0,0,0,0,0,0,0,0,0,0
00233123,M,303,14,2,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0
00233125,F,276,12,1,0,0,0,3312,12,0,0,0,0,1,0,0,0,0,0,1
00233126,F,200,14,1,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0
00233127,F,106,14,2,0,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0
00233128,M,403,10,11,0,0,0,440,34,1,3,5,1,0,0,1,0,0,0,0
00233131,F,203,14,11,0,0,0,0,66,2,0,4,0,2,0,3,0,0,0,0
00233132,M,132,10,2,0,0,0,792,16,0,0,1,0,0,1,0,0,0,0,0
00233134,F,240,18,1,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0
00233135,F,150,14,9,0,0,0,0,66,3,0,2,1,2,1,0,1,0,0,0
00233136,M,240,14,2,0,0,0,0,20,0,0,1,0,0,0,1,0,0,0,0
00233138,M,251,16,9,0,0,0,0,66,2,1,4,0,1,0,1,0,0,0,0
00233139,F,441,20,10,0,0,0,0,66,2,1,1,2,0,3,1,1,0,1,0
00233141,M,93,12,3,0,0,0,372,24,0,0,0,1,0,1,1,0,0,1,0
00233143,M,310,18,7,0,0,0,0,54,1,2,3,1,0,0,0,0,0,0,0
00233147,M,34,12,1,0,0,0,408,12,0,0,0,1,0,0,0,0,0,0,0
00233148,F,164,14,2,0,0,0,0,20,0,0,0,1,0,0,1,0,0,0,0
00233149,M,361,8,7,0,0,0,619,22,4,0,1,0,0,1,1,1,0,1,0
00233150,F,293,16,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0
00233152,F,289,6,3,0,0,578,1156,16,0,0,0,0,0,1,2,0,0,0,0
00233156,F,226,2,2,0,339,678,1356,10,0,1,0,0,0,1,0,0,0,0,0
00233157,F,118,10,1,0,0,0,1416,10,1,0,0,0,0,0,0,0,0,0,0
00233158,F,146,32,4,0,0,0,0,40,2,0,0,0,1,1,0,0,0,1,0
00233162,F,48,10,3,0,0,0,192,26,0,0,2,1,0,0,0,1,0,0,0
00233163,F,195,16,2,0,0,0,0,20,0,0,0,1,0,0,1,0,0,0,0
00233164,F,288,18,7,0,0,0,0,58,2,0,1,1,0,1,2,0,0,0,0
00233165,F,261,26,10,0,0,0,0,50,2,0,6,1,0,0,1,0,0,0,0
00233167,M,58,36,1,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0
00233169,F,124,12,5,0,0,0,298,34,0,1,1,0,2,1,0,1,1,1,0
00233172,M,135,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00233173,M,189,12,1,0,0,0,2268,12,0,1,0,0,0,0,0,0,0,0,0
00233174,M,28,10,1,0,0,0,336,10,0,0,1,0,0,0,0,0,0,0,0
00233182,F,268,32,2,0,0,0,0,34,0,1,1,0,0,0,0,0,0,0,0
00233185,F,325,14,8,0,0,0,0,56,2,0,3,2,1,0,0,0,0,0,0
00233186,F,327,4,2,0,0,981,1962,8,1,0,1,0,0,0,0,0,0,0,0
00233187,M,71,10,1,0,0,0,852,10,0,0,0,0,0,0,1,0,0,0,0
00233189,F,234,16,2,0,0,0,0,24,0,0,0,2,0,0,0,0,0,0,0
00233190,F,164,14,2,0,0,0,0,16,1,0,0,1,0,0,0,0,0,0,0
00233192,F,132,32,2,0,0,0,0,34,0,1,0,0,0,0,1,0,0,0,0
00233195,F,249,34,1,0,0,0,0,34,0,0,1,0,0,0,0,0,0,0,0
00233197,F,263,14,11,0,0,0,0,76,2,2,3,2,0,1,1,0,0,0,0
00233198,F,68,14,2,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0
00233199,F,199,12,2,0,0,0,1194,18,1,0,0,0,0,1,0,0,0,1,1
00233200,F,373,2,8,0,140,280,560,50,3,0,1,1,1,2,0,0,0,0,0
00233202,M,105,4,2,0,0,315,630,6,1,0,0,1,0,0,0,0,0,0,0
00233204,F,184,2,2,0,276,552,1104,6,0,0,1,1,0,0,0,0,0,0,0
00233206,M,330,8,12,0,0,0,330,32,0,1,5,2,1,1,2,1,0,0,0
00233207,M,222,10,4,0,0,0,666,18,0,0,3,0,0,1,0,0,0,0,0
00233208,M,110,30,6,0,0,0,0,54,1,0,2,1,0,1,1,0,0,0,0
00233210,F,142,8,2,0,0,0,852,10,0,1,0,1,0,0,0,0,0,0,0
00233211,M,31,24,2,0,0,0,0,30,0,0,0,0,1,0,1,0,0,0,0
00233212,F,181,2,2,0,272,543,1086,4,0,0,1,0,1,0,0,0,0,0,0
00233215,M,109,32,2,0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,0
00233218,F,259,14,2,0,0,0,0,20,0,0,1,0,0,0,1,0,0,0,0
00233219,F,78,16,2,0,0,0,0,24,0,1,0,1,0,0,0,0,0,0,0
00233220,F,346,22,10,0,0,0,0,60,4,1,2,2,0,0,1,0,0,0,0
00233221,F,246,26,11,0,0,0,0,86,3,1,1,1,2,3,0,1,1,1,0
00233222,F,218,18,2,0,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0
00233223,F,180,6,12,0,0,90,180,54,2,1,5,1,1,0,2,1,1,0,0
00233225,F,205,20,2,0,0,0,0,24,0,0,0,0,1,0,1,0,0,0,0
00233227,F,215,20,9,0,0,0,0,52,0,1,3,1,0,2,2,0,0,0,0
00233228,M,252,10,5,0,0,0,605,30,1,1,1,1,0,1,0,0,0,0,0
00233231,M,128,2,1,0,384,768,1536,2,0,1,0,0,0,0,0,0,0,0,0
00233235,F,147,8,2,0,0,0,882,14,0,0,0,1,0,1,0,0,0,0,0
00233236,M,313,10,7,0,0,0,537,36,2,0,1,2,0,0,2,0,0,0,0
00233237,F,68,4,1,0,0,408,816,4,0,0,0,1,0,0,0,0,0,0,0
00233241,F,107,14,1,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0
00233242,F,298,4,9,0,0,199,397,54,2,0,1,0,1,3,2,0,0,0,1
00233244,F,372,2,9,0,124,248,496,22,1,0,2,2,0,1,3,1,0,1,0
00233245,M,353,16,12,0,0,0,0,72,3,0,3,2,0,2,2,1,0,1,0
00233246,F,407,10,8,0,0,0,611,36,3,1,4,0,0,0,0,0,0,0,0
00233247,M,173,2,1,0,519,1038,2076,2,0,0,0,0,0,0,1,0,0,0,1
00233248,F,265,8,12,0,0,0,265,76,1,1,5,1,0,2,2,0,0,0,0
00233250,F,39,16,2,0,0,0,0,20,0,0,1,0,0,0,1,0,0,0,0
00233251,F,330,4,7,0,0,283,566,18,1,2,2,0,0,0,2,0,0,0,0
00233253,F,35,6,1,0,0,210,420,6,0,0,1,0,0,0,0,0,0,0,0
00233254,M,195,10,5,0,0,0,468,26,2,0,3,0,0,0,0,0,0,0,0
00233255,M,256,10,2,0,0,0,1536,14,0,1,1,0,0,0,0,1,0,0,0
00233257,M,313,12,1,0,0,0,3756,12,1,0,0,0,0,0,0,0,0,0,0
00233258,M,220,2,1,0,660,1320,2640,2,0,1,0,0,0,0,0,0,0,0,0
00233261,F,308,12,2,0,0,0,1848,16,0,1,1,0,0,0,0,0,0,0,0
00233263,F,166,12,5,0,0,0,398,34,1,1,1,1,0,0,1,1,0,0,1
00233268,F,214,4,8,0,0,161,321,24,2,1,4,0,1,0,0,1,0,0,0
00233269,F,290,12,6,0,0,0,580,28,1,0,1,0,0,1,3,0,0,0,1
00233271,F,183,14,2,0,0,0,0,22,0,0,2,0,0,0,0,0,0,0,0
00233273,F,198,8,11,0,0,0,216,62,4,1,4,0,0,2,0,1,0,1,0
00233274,F,209,16,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0
00233275,M,127,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00233276,F,353,8,12,0,0,0,353,62,2,1,4,0,1,0,4,0,0,0,0
00233278,F,278,14,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0
00233279,M,199,6,1,0,0,1194,2388,6,0,0,1,0,0,0,0,0,0,0,0
00233283,F,327,10,2,0,0,0,1962,16,0,0,0,1,0,1,0,0,0,0,0
00233284,F,235,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00233285,F,128,2,1,0,384,768,1536,2,0,0,0,1,0,0,0,0,0,0,0
00233288,F,115,16,2,0,0,0,0,18,1,0,0,1,0,0,0,0,0,0,0
00233290,M,75,8,5,0,0,0,180,20,1,1,2,0,0,0,1,0,0,0,0
00233291,M,213,8,11,0,0,0,232,36,2,0,4,1,1,1,2,0,0,0,0
00233292,M,71,16,2,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0
00233294,F,303,10,8,0,0,0,455,32,5,0,3,0,0,0,0,0,0,0,0
00233295,F,239,18,1,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0
00233296,F,169,12,11,0,0,0,184,72,2,1,5,0,0,0,3,0,0,0,0
00233297,M,375,12,6,0,0,0,750,32,2,1,1,1,0,0,1,0,0,0,0
00233299,M,245,8,1,0,0,0,2940,8,0,0,1,0,0,0,0,0,0,0,0
00233300,F,300,4,3,0,0,600,1200,18,0,1,0,0,1,0,1,0,0,0,0
00233302,M,337,20,5,0,0,0,0,46,0,0,1,1,0,1,2,1,0,1,0
00233303,F,185,16,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0
00233304,F,113,16,2,0,0,0,0,22,1,0,0,0,0,0,1,0,0,0,0
00233305,M,313,10,1,0,0,0,3756,10,0,0,0,1,0,0,0,0,0,0,0
00233306,F,243,14,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0
00233308,F,268,18,1,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0
00233309,F,141,12,2,0,0,0,846,16,0,1,0,0,0,0,1,0,0,0,0
00233312,M,292,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0
00233315,F,182,10,1,0,0,0,2184,10,0,0,0,1,0,0,0,0,0,0,0
00233316,M,326,6,2,0,0,978,1956,12,0,0,1,0,0,1,0,0,0,0,1
00233317,F,104,12,1,0,0,0,1248,12,1,0,0,0,0,0,0,0,0,0,0
00233318,F,150,32,2,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0
00233319,M,90,2,4,0,68,135,270,10,0,0,1,1,1,0,1,0,0,0,0
00233320,F,325,4,4,0,0,488,975,18,0,0,1,0,1,1,1,0,0,0,0
00233323,F,39,12,2,0,0,0,234,16,1,1,0,0,0,0,0,0,0,0,0
00233325,F,162,8,8,0,0,0,243,24,3,1,2,1,0,1,0,0,0,0,0
00233329,F,218,2,2,0,327,654,1308,10,1,0,0,0,0,0,1,0,0,0,0
00233331,M,158,16,2,0,0,0,0,20,0,0,0,0,1,0,1,0,0,0,0
00233333,F,77,12,4,0,0,0,231,34,0,0,0,1,0,0,3,0,0,0,0
00233334,F,43,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00233335,F,52,6,2,0,0,156,312,10,0,0,2,0,0,0,0,1,0,0,0
00233336,F,225,34,3,0,0,0,0,48,0,0,1,0,1,0,1,0,0,0,0
00233338,F,67,6,4,0,0,101,201,20,1,1,1,0,0,0,1,0,0,0,0
00233339,F,163,14,10,0,0,0,0,36,0,4,5,0,0,1,0,1,0,0,0
00233340,F,233,6,1,0,0,1398,2796,6,1,0,0,0,0,0,0,0,0,0,0
00233342,F,374,6,5,0,0,449,898,34,1,0,1,1,0,1,1,0,0,0,0
00233343,F,74,2,2,0,111,222,444,8,0,1,0,0,0,0,1,0,0,0,1
00233344,F,278,12,2,0,0,0,1668,16,1,0,1,0,0,0,0,0,0,0,0
00233345,F,433,18,11,0,0,0,0,60,5,0,4,2,0,0,0,1,0,0,0
00233346,F,308,16,1,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0
00233347,F,236,12,2,0,0,0,1416,20,1,0,0,0,0,0,1,0,0,0,0
00233351,M,269,34,2,0,0,0,0,40,0,0,0,0,1,0,1,0,0,0,0
00233358,F,193,4,1,0,0,1158,2316,4,0,0,1,0,0,0,0,0,0,0,0
00233360,M,90,6,2,0,0,270,540,14,0,0,0,0,0,1,1,0,0,0,0
00233362,F,75,8,1,0,0,0,900,8,1,0,0,0,0,0,0,0,0,0,0
00233365,F,132,34,1,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
00233368,F,169,16,9,0,0,0,0,50,1,1,2,2,1,0,2,0,0,0,0
00233370,F,156,12,1,0,0,0,1872,12,1,0,0,0,0,0,0,0,0,0,0
00233371,M,279,16,11,0,0,0,0,42,0,2,3,0,1,4,1,0,0,0,1
00233372,M,174,8,1,0,0,0,2088,8,1,0,0,0,0,0,0,0,0,0,0
00233375,F,47,10,1,0,0,0,564,10,0,0,0,0,0,0,1,0,0,0,0
00233377,M,202,12,7,0,0,0,346,34,1,0,2,3,0,0,1,1,0,0,0
00233378,M,168,10,10,0,0,0,202,32,1,0,4,1,0,2,2,1,0,0,0
00233379,F,222,14,11,0,0,0,0,48,2,1,5,0,0,1,2,0,0,0,0
00233381,F,266,24,2,0,0,0,0,26,0,0,2,0,0,0,0,0,0,0,0
00233382,F,291,6,1,0,0,1746,3492,6,1,0,0,0,0,0,0,0,0,0,0
00233383,F,97,8,1,0,0,0,1164,8,0,0,0,1,0,0,0,0,0,0,0
00233384,F,129,10,6,0,0,0,258,24,0,1,1,2,0,0,2,1,0,0,0
00233385,M,307,10,6,0,0,0,614,34,2,0,1,0,1,1,1,0,0,0,0
00233386,M,128,14,2,0,0,0,0,16,1,0,1,0,0,0,0,1,0,0,0
00233392,F,247,24,1,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0
00233394,F,290,4,10,0,0,174,348,48,0,1,2,4,0,3,0,1,0,1,1
00233395,F,60,14,2,0,0,0,0,18,0,0,0,0,0,1,1,0,0,0,0
00233396,F,376,12,6,0,0,0,752,42,2,0,2,0,2,0,0,1,1,0,0
00233397,F,179,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00233398,F,179,22,7,0,0,0,0,56,1,1,3,0,0,2,0,1,0,1,0
00233403,M,333,10,9,0,0,0,444,42,2,0,0,1,3,0,3,0,1,0,0
00233405,F,263,14,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0
00233409,F,325,14,7,0,0,0,0,38,1,0,2,3,0,0,1,1,0,0,0
00233412,M,59,6,1,0,0,354,708,6,1,0,0,0,0,0,0,0,0,0,0
00233413,F,91,12,1,0,0,0,1092,12,0,0,0,0,0,0,1,0,0,0,0
00233417,F,154,10,4,0,0,0,462,30,2,0,0,0,1,0,1,0,0,0,0
00233419,F,260,10,8,0,0,0,390,28,0,1,1,2,2,1,1,1,1,1,0
00233421,F,188,18,1,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0
00233423,M,39,12,1,0,0,0,468,12,1,0,0,0,0,0,0,0,0,0,0
00233425,F,315,2,5,0,189,378,756,16,1,1,2,0,0,0,1,0,0,0,1
00233426,F,269,4,12,0,0,135,269,66,2,1,1,1,2,2,3,0,0,0,0
00233427,F,128,8,2,0,0,0,768,10,0,1,0,0,0,0,1,0,0,0,0
00233428,F,202,4,1,0,0,1212,2424,4,0,0,1,0,0,0,0,0,0,0,0
00233429,F,131,10,1,0,0,0,1572,10,0,0,0,0,1,0,0,0,0,0,0
00233431,F,348,2,12,0,87,174,348,72,4,0,3,0,2,2,1,0,0,0,0
00233433,F,83,10,2,0,0,0,498,16,0,0,1,0,0,0,1,0,0,0,1
00233435,F,261,12,1,0,0,0,3132,12,1,0,0,0,0,0,0,0,0,0,1
00233439,M,168,2,2,0,252,504,1008,4,0,0,0,0,0,0,2,0,0,0,0
00233441,F,337,6,12,0,0,169,337,40,3,0,5,1,0,3,0,0,0,0,0
00233445,F,129,16,7,0,0,0,0,36,2,0,3,0,0,1,1,0,0,0,0
00233446,F,170,30,9,0,0,0,0,62,3,0,2,3,0,0,1,0,0,0,0
00233447,F,201,28,2,0,0,0,0,30,0,0,1,1,0,0,0,0,0,0,0
00233448,M,183,4,7,0,0,157,314,32,2,1,2,1,1,0,0,0,0,0,0
00233449,F,311,10,1,0,0,0,3732,10,1,0,0,0,0,0,0,0,0,0,0
00233450,M,284,28,8,0,0,0,0,68,3,2,1,1,0,0,1,0,0,0,0
00233458,M,283,10,2,0,0,0,1698,16,1,0,1,0,0,0,0,1,0,0,0
00233460,F,81,16,2,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0
00233462,F,130,14,2,0,0,0,0,18,0,0,1,1,0,0,0,0,0,0,0
00233463,F,92,16,6,0,0,0,0,30,2,0,1,0,1,1,1,0,0,0,1
00233464,F,306,32,2,0,0,0,0,38,0,1,1,0,0,0,0,0,0,0,0
00233466,F,257,6,1,0,0,1542,3084,6,0,0,0,0,0,0,1,0,0,0,0
00233468,F,329,12,3,0,0,0,1316,24,2,0,0,0,0,0,1,0,0,0,0
00233470,F,309,36,1,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0
00233471,F,160,36,2,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0
00233472,F,160,16,1,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0
00233474,F,210,4,1,0,0,1260,2520,4,0,0,0,1,0,0,0,0,0,0,0
00233476,M,232,8,7,0,0,0,398,48,2,0,2,1,1,0,1,0,0,0,0
00233478,F,284,30,2,0,0,0,0,38,0,0,0,0,1,0,1,0,0,0,0
00233480,F,266,4,4,0,0,399,798,16,0,1,2,0,0,1,0,0,0,0,1
00233484,F,363,16,6,0,0,0,0,40,2,0,3,0,0,0,1,1,0,0,1
00233486,F,217,34,2,0,0,0,0,36,0,0,0,0,0,1,1,0,0,0,1
00233487,F,249,24,2,0,0,0,0,28,1,0,0,1,0,0,0,0,0,0,0
00233488,F,325,8,5,0,0,0,780,28,2,0,2,0,0,1,0,0,0,0,0
00233489,F,55,10,2,0,0,0,330,14,1,0,1,0,0,0,0,1,0,0,0
00233495,F,290,10,7,0,0,0,497,48,1,0,1,4,0,1,0,0,0,0,0
00233497,M,280,8,2,0,0,0,1680,16,0,0,0,1,0,1,0,0,0,0,0
00233498,M,287,22,12,0,0,0,0,54,3,1,3,2,1,0,2,1,0,0,0
00233501,M,28,4,1,0,0,168,336,4,0,0,0,1,0,0,0,0,0,0,0
00233502,F,149,16,1,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0
00233503,F,249,30,1,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0
00233504,M,195,20,1,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0
00233505,F,176,32,11,0,0,0,0,94,2,1,1,2,2,1,2,0,0,0,1
00233512,M,281,20,1,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
00233514,F,200,14,6,0,0,0,0,38,2,1,1,1,0,0,1,1,0,0,0
00233516,M,306,12,12,0,0,0,306,78,3,1,4,1,0,1,2,0,0,0,0
00233518,F,81,12,1,0,0,0,972,12,0,0,0,0,0,0,1,0,0,0,0
00233520,M,189,6,5,0,0,227,454,26,4,0,0,1,0,0,0,0,0,0,0
00233522,M,128,26,1,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0
00233523,F,182,12,2,0,0,0,1092,20,1,0,0,0,0,1,0,0,0,0,0
00233524,M,405,2,11,0,110,221,442,42,1,2,3,2,2,1,0,1,0,0,0
00233525,F,290,8,10,0,0,0,348,54,0,0,6,0,2,0,2,1,1,0,1
00233530,M,321,4,2,0,0,963,1926,12,0,0,0,1,0,0,1,0,0,0,1
00233537,F,305,32,4,0,0,0,0,46,2,0,0,0,0,1,1,0,0,0,0
00233539,M,219,16,6,0,0,0,0,40,1,1,1,1,1,0,1,0,0,0,0
00233545,F,331,14,10,0,0,0,0,36,1,0,2,1,2,2,2,0,0,0,1
00233546,F,308,6,8,0,0,231,462,30,3,0,0,2,2,1,0,0,0,0,0
00233547,F,258,8,2,0,0,0,1548,14,0,1,1,0,0,0,0,0,0,0,0
00233549,F,244,16,1,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0
00233550,F,250,4,9,0,0,167,333,34,3,0,3,1,0,0,2,1,0,0,0
00233553,F,93,22,1,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0
00233556,F,237,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00233557,F,25,10,1,0,0,0,300,10,1,0,0,0,0,0,0,0,0,0,0
